X,Y,UNICODE,P,D,L,V,LATITUDE,LONGITUDE
-71.5976655,-16.43857531,1.24.5.158,1,24,5,158,-16.438575310000001,-71.597665500000005
-71.59759001,-16.43859366,1.24.5.159,1,24,5,159,-16.438593659999999,-71.597590010000005
-71.59449893,-16.43935098,1.24.5.16,1,24,5,16,-16.439350980000000,-71.594498930000000
-71.59752851,-16.43857564,1.24.5.160,1,24,5,160,-16.438575640000000,-71.597528510000004
-71.59740542,-16.43856707,1.24.5.161,1,24,5,161,-16.438567070000001,-71.597405420000001
-71.59703471,-16.43894682,1.24.5.162,1,24,5,162,-16.438946820000002,-71.597034710000003
-71.59698718,-16.43909863,1.24.5.163,1,24,5,163,-16.439098630000000,-71.596987179999999
-71.59695656,-16.43921325,1.24.5.164,1,24,5,164,-16.439213250000002,-71.596956559999995
-71.59691094,-16.43931886,1.24.5.165,1,24,5,165,-16.439318860000000,-71.596910940000001
-71.59689904,-16.43941011,1.24.5.166,1,24,5,166,-16.439410110000001,-71.596899039999997
-71.59687917,-16.43947354,1.24.5.167,1,24,5,167,-16.439473540000002,-71.596879169999994
-71.59714651,-16.4395665,1.24.5.168,1,24,5,168,-16.439566500000002,-71.597146510000002
-71.59721128,-16.43949842,1.24.5.169,1,24,5,169,-16.439498420000000,-71.597211279999996
-71.59441565,-16.43940027,1.24.5.17,1,24,5,17,-16.439400270000000,-71.594415650000002
-71.59723913,-16.43942982,1.24.5.170,1,24,5,170,-16.439429820000001,-71.597239130000006
-71.59728206,-16.43933164,1.24.5.171,1,24,5,171,-16.439331639999999,-71.597282059999998
-71.59731533,-16.43925582,1.24.5.172,1,24,5,172,-16.439255820000000,-71.597315330000001
-71.59734593,-16.43915654,1.24.5.173,1,24,5,173,-16.439156539999999,-71.597345930000003
-71.59738056,-16.43903998,1.24.5.174,1,24,5,174,-16.439039980000000,-71.597380560000005
-71.5973037,-16.43900507,1.24.5.175,1,24,5,175,-16.439005070000000,-71.597303699999998
-71.59718577,-16.43901578,1.24.5.176,1,24,5,176,-16.439015779999998,-71.597185769999996
-71.59689241,-16.43960843,1.24.5.177,1,24,5,177,-16.439608430000000,-71.596892409999995
-71.5968174,-16.43975008,1.24.5.178,1,24,5,178,-16.439750080000000,-71.596817400000006
-71.59679734,-16.43983012,1.24.5.179,1,24,5,179,-16.439830120000000,-71.596797339999995
-71.59441435,-16.43961215,1.24.5.18,1,24,5,18,-16.439612149999999,-71.594414349999994
-71.59705975,-16.43989821,1.24.5.180,1,24,5,180,-16.439898209999999,-71.597059750000000
-71.59710731,-16.43986106,1.24.5.181,1,24,5,181,-16.439861059999998,-71.597107309999998
-71.59712666,-16.43980832,1.24.5.182,1,24,5,182,-16.439808320000001,-71.597126660000001
-71.59713989,-16.43975531,1.24.5.183,1,24,5,183,-16.439755309999999,-71.597139889999994
-71.59715806,-16.43970147,1.24.5.184,1,24,5,184,-16.439701469999999,-71.597158059999998
-71.59705977,-16.4396639,1.24.5.185,1,24,5,185,-16.439663899999999,-71.597059770000001
-71.59671819,-16.43997757,1.24.5.186,1,24,5,186,-16.439977570000000,-71.596718190000004
-71.59666091,-16.44013043,1.24.5.187,1,24,5,187,-16.440130430000000,-71.596660909999997
-71.59703719,-16.44023209,1.24.5.188,1,24,5,188,-16.440232089999999,-71.597037189999995
-71.59709793,-16.44012697,1.24.5.189,1,24,5,189,-16.440126970000001,-71.597097930000004
-71.59499066,-16.43938081,1.24.5.19,1,24,5,19,-16.439380809999999,-71.594990659999993
-71.5970047,-16.44009132,1.24.5.190,1,24,5,190,-16.440091320000001,-71.597004699999999
-71.59689621,-16.44004897,1.24.5.191,1,24,5,191,-16.440048969999999,-71.596896209999997
-71.59679991,-16.4400206,1.24.5.192,1,24,5,192,-16.440020600000000,-71.596799910000001
-71.59727621,-16.44011112,1.24.5.193,1,24,5,193,-16.440111120000001,-71.597276210000004
-71.59728937,-16.44024402,1.24.5.194,1,24,5,194,-16.440244020000002,-71.597289369999999
-71.59766719,-16.44030331,1.24.5.195,1,24,5,195,-16.440303310000001,-71.597667189999996
-71.59768064,-16.44016834,1.24.5.196,1,24,5,196,-16.440168340000000,-71.597680639999993
-71.59757213,-16.44016625,1.24.5.197,1,24,5,197,-16.440166250000001,-71.597572130000003
-71.59749956,-16.44014434,1.24.5.198,1,24,5,198,-16.440144340000000,-71.597499560000003
-71.59742139,-16.44013056,1.24.5.199,1,24,5,199,-16.440130560000000,-71.597421389999994
-71.59495225,-16.43895277,1.24.5.2,1,24,5,2,-16.438952770000000,-71.594952250000006
-71.59492243,-16.43938845,1.24.5.20,1,24,5,20,-16.439388449999999,-71.594922429999997
-71.59765298,-16.43999193,1.24.5.200,1,24,5,200,-16.439991930000001,-71.597652980000007
-71.59768337,-16.43983429,1.24.5.201,1,24,5,201,-16.439834290000000,-71.597683369999999
-71.59767589,-16.43974236,1.24.5.202,1,24,5,202,-16.439742360000000,-71.597675890000005
-71.59756231,-16.4397273,1.24.5.203,1,24,5,203,-16.439727300000001,-71.597562310000001
-71.59741926,-16.43971086,1.24.5.204,1,24,5,204,-16.439710860000002,-71.597419259999995
-71.59730943,-16.43971704,1.24.5.205,1,24,5,205,-16.439717040000001,-71.597309429999996
-71.5972939,-16.43979942,1.24.5.206,1,24,5,206,-16.439799420000000,-71.597293899999997
-71.59725456,-16.43989644,1.24.5.207,1,24,5,207,-16.439896439999998,-71.597254559999996
-71.59726262,-16.43996078,1.24.5.208,1,24,5,208,-16.439960780000000,-71.597262619999995
-71.59742554,-16.43959755,1.24.5.209,1,24,5,209,-16.439597549999998,-71.597425540000003
-71.59481563,-16.43942757,1.24.5.21,1,24,5,21,-16.439427569999999,-71.594815629999999
-71.59738787,-16.43949436,1.24.5.210,1,24,5,210,-16.439494360000001,-71.597387870000006
-71.59740166,-16.43940744,1.24.5.211,1,24,5,211,-16.439407440000000,-71.597401660000003
-71.59743393,-16.43929851,1.24.5.212,1,24,5,212,-16.439298510000000,-71.597433929999994
-71.59746796,-16.43919541,1.24.5.213,1,24,5,213,-16.439195410000000,-71.597467960000003
-71.59751108,-16.4390857,1.24.5.214,1,24,5,214,-16.439085700000000,-71.597511080000004
-71.59751734,-16.43902309,1.24.5.215,1,24,5,215,-16.439023089999999,-71.597517339999996
-71.59762248,-16.43901129,1.24.5.216,1,24,5,216,-16.439011290000000,-71.597622479999998
-71.59772822,-16.43901779,1.24.5.217,1,24,5,217,-16.439017790000001,-71.597728219999993
-71.59780715,-16.43900199,1.24.5.218,1,24,5,218,-16.439001990000001,-71.597807149999994
-71.59792424,-16.43898405,1.24.5.219,1,24,5,219,-16.438984049999998,-71.597924239999998
-71.59474128,-16.4394682,1.24.5.22,1,24,5,22,-16.439468200000000,-71.594741279999994
-71.59801078,-16.43895999,1.24.5.220,1,24,5,220,-16.438959990000001,-71.598010779999996
-71.59807337,-16.43894701,1.24.5.221,1,24,5,221,-16.438947010000000,-71.598073369999994
-71.59811701,-16.43893686,1.24.5.222,1,24,5,222,-16.438936859999998,-71.598117009999996
-71.59820668,-16.43917469,1.24.5.223,1,24,5,223,-16.439174690000002,-71.598206680000004
-71.59825426,-16.43933408,1.24.5.224,1,24,5,224,-16.439334079999998,-71.598254260000004
-71.59848941,-16.43962596,1.24.5.225,1,24,5,225,-16.439625960000001,-71.598489409999999
-71.59844013,-16.43956922,1.24.5.226,1,24,5,226,-16.439569219999999,-71.598440130000000
-71.59838522,-16.43948583,1.24.5.227,1,24,5,227,-16.439485829999999,-71.598385219999997
-71.59834049,-16.43938363,1.24.5.228,1,24,5,228,-16.439383629999998,-71.598340489999998
-71.59829782,-16.43923877,1.24.5.229,1,24,5,229,-16.439238769999999,-71.598297819999999
-71.59464289,-16.43951,1.24.5.23,1,24,5,23,-16.439509999999999,-71.594642890000003
-71.59796634,-16.43926174,1.24.5.230,1,24,5,230,-16.439261739999999,-71.597966339999999
-71.5983102,-16.43973408,1.24.5.231,1,24,5,231,-16.439734080000001,-71.598310200000000
-71.59821531,-16.4396046,1.24.5.232,1,24,5,232,-16.439604599999999,-71.598215310000000
-71.59816916,-16.4395214,1.24.5.233,1,24,5,233,-16.439521400000000,-71.598169159999998
-71.59813148,-16.43945825,1.24.5.234,1,24,5,234,-16.439458250000001,-71.598131480000006
-71.59811296,-16.43939712,1.24.5.235,1,24,5,235,-16.439397119999999,-71.598112959999995
-71.59807469,-16.43934722,1.24.5.236,1,24,5,236,-16.439347219999998,-71.598074690000004
-71.59772476,-16.43934519,1.24.5.237,1,24,5,237,-16.439345190000001,-71.597724760000006
-71.59768732,-16.43948087,1.24.5.238,1,24,5,238,-16.439480870000001,-71.597687320000006
-71.59772194,-16.43957516,1.24.5.239,1,24,5,239,-16.439575160000000,-71.597721940000000
-71.59454602,-16.43955514,1.24.5.24,1,24,5,24,-16.439555140000000,-71.594546019999996
-71.59782,-16.4394511,1.24.5.240,1,24,5,240,-16.439451099999999,-71.597819999999999
-71.59797523,-16.43972337,1.24.5.241,1,24,5,241,-16.439723369999999,-71.597975230000003
-71.59786218,-16.43971417,1.24.5.242,1,24,5,242,-16.439714169999998,-71.597862180000007
-71.59786229,-16.43983317,1.24.5.243,1,24,5,243,-16.439833170000000,-71.597862289999995
-71.59782981,-16.43999788,1.24.5.244,1,24,5,244,-16.439997880000000,-71.597829809999993
-71.59784547,-16.44025198,1.24.5.245,1,24,5,245,-16.440251979999999,-71.597845469999996
-71.59805819,-16.44016066,1.24.5.246,1,24,5,246,-16.440160660000000,-71.598058190000003
-71.59815991,-16.4399927,1.24.5.247,1,24,5,247,-16.439992700000001,-71.598159910000007
-71.59822788,-16.44005968,1.24.5.248,1,24,5,248,-16.440059680000001,-71.598227879999996
-71.59831631,-16.44011826,1.24.5.249,1,24,5,249,-16.440118259999998,-71.598316310000001
-71.59463031,-16.43972684,1.24.5.25,1,24,5,25,-16.439726839999999,-71.594630309999999
-71.59837944,-16.44016873,1.24.5.250,1,24,5,250,-16.440168730000000,-71.598379440000002
-71.59830683,-16.44021491,1.24.5.251,1,24,5,251,-16.440214910000002,-71.598306829999999
-71.59824415,-16.44026493,1.24.5.252,1,24,5,252,-16.440264930000001,-71.598244149999999
-71.5981975,-16.44031953,1.24.5.253,1,24,5,253,-16.440319530000000,-71.598197499999998
-71.59825146,-16.44051593,1.24.5.254,1,24,5,254,-16.440515930000000,-71.598251460000000
-71.59837662,-16.44038424,1.24.5.255,1,24,5,255,-16.440384240000000,-71.598376619999996
-71.59851835,-16.44024739,1.24.5.256,1,24,5,256,-16.440247390000000,-71.598518350000006
-71.5986011,-16.4403184,1.24.5.257,1,24,5,257,-16.440318399999999,-71.598601099999996
-71.59874964,-16.44037987,1.24.5.258,1,24,5,258,-16.440379870000001,-71.598749639999994
-71.59854816,-16.44016897,1.24.5.259,1,24,5,259,-16.440168969999998,-71.598548160000007
-71.59501708,-16.43962157,1.24.5.26,1,24,5,26,-16.439621570000000,-71.595017080000005
-71.59858019,-16.44014727,1.24.5.260,1,24,5,260,-16.440147270000001,-71.598580190000007
-71.59859889,-16.44013129,1.24.5.261,1,24,5,261,-16.440131290000000,-71.598598890000005
-71.59862182,-16.44011147,1.24.5.262,1,24,5,262,-16.440111470000002,-71.598621820000005
-71.59865407,-16.44007905,1.24.5.263,1,24,5,263,-16.440079050000001,-71.598654069999995
-71.59874069,-16.44009988,1.24.5.264,1,24,5,264,-16.440099880000002,-71.598740690000000
-71.59880337,-16.44015094,1.24.5.265,1,24,5,265,-16.440150939999999,-71.598803369999999
-71.59890642,-16.44019788,1.24.5.266,1,24,5,266,-16.440197879999999,-71.598906420000006
-71.59900294,-16.44024609,1.24.5.267,1,24,5,267,-16.440246089999999,-71.599002940000005
-71.59915373,-16.44019224,1.24.5.268,1,24,5,268,-16.440192239999998,-71.599153729999998
-71.59917939,-16.44009446,1.24.5.269,1,24,5,269,-16.440094460000001,-71.599179390000003
-71.59494022,-16.43964117,1.24.5.27,1,24,5,27,-16.439641170000002,-71.594940219999998
-71.59919691,-16.43999724,1.24.5.270,1,24,5,270,-16.439997240000000,-71.599196910000003
-71.59923385,-16.43989916,1.24.5.271,1,24,5,271,-16.439899160000000,-71.599233850000005
-71.59925131,-16.43978567,1.24.5.272,1,24,5,272,-16.439785669999999,-71.599251310000000
-71.59927645,-16.439701,1.24.5.273,1,24,5,273,-16.439700999999999,-71.599276450000005
-71.59936324,-16.43971023,1.24.5.274,1,24,5,274,-16.439710229999999,-71.599363240000002
-71.59942599,-16.43971793,1.24.5.275,1,24,5,275,-16.439717930000000,-71.599425990000000
-71.5994872,-16.43973783,1.24.5.276,1,24,5,276,-16.439737829999999,-71.599487199999999
-71.5994545,-16.43984555,1.24.5.277,1,24,5,277,-16.439845550000001,-71.599454499999993
-71.59940772,-16.4399241,1.24.5.278,1,24,5,278,-16.439924099999999,-71.599407720000002
-71.59939353,-16.43998444,1.24.5.279,1,24,5,279,-16.439984440000000,-71.599393530000000
-71.59486339,-16.43965932,1.24.5.28,1,24,5,28,-16.439659320000001,-71.594863390000000
-71.59936607,-16.44007661,1.24.5.280,1,24,5,280,-16.440076609999998,-71.599366070000002
-71.59933894,-16.44013504,1.24.5.281,1,24,5,281,-16.440135040000001,-71.599338939999996
-71.59930313,-16.4402106,1.24.5.282,1,24,5,282,-16.440210600000000,-71.599303129999996
-71.59910029,-16.43976601,1.24.5.283,1,24,5,283,-16.439766010000000,-71.599100289999996
-71.59899655,-16.43976751,1.24.5.284,1,24,5,284,-16.439767509999999,-71.598996549999995
-71.59894011,-16.43973433,1.24.5.285,1,24,5,285,-16.439734330000000,-71.598940110000001
-71.59887688,-16.43969614,1.24.5.286,1,24,5,286,-16.439696139999999,-71.598876880000006
-71.59881328,-16.43964452,1.24.5.287,1,24,5,287,-16.439644520000002,-71.598813280000002
-71.59877041,-16.43957748,1.24.5.288,1,24,5,288,-16.439577480000001,-71.598770410000000
-71.59858095,-16.43971108,1.24.5.289,1,24,5,289,-16.439711079999999,-71.598580949999999
-71.59474882,-16.43969138,1.24.5.29,1,24,5,29,-16.439691379999999,-71.594748820000007
-71.59864299,-16.43978394,1.24.5.290,1,24,5,290,-16.439783940000002,-71.598642990000002
-71.59869909,-16.43982804,1.24.5.291,1,24,5,291,-16.439828039999998,-71.598699089999997
-71.59876482,-16.43989316,1.24.5.292,1,24,5,292,-16.439893160000000,-71.598764820000000
-71.59884552,-16.43995135,1.24.5.293,1,24,5,293,-16.439951350000001,-71.598845519999998
-71.59893618,-16.43998658,1.24.5.294,1,24,5,294,-16.439986579999999,-71.598936179999995
-71.59903438,-16.44001673,1.24.5.295,1,24,5,295,-16.440016730000000,-71.599034380000006
-71.59853277,-16.44005225,1.24.5.296,1,24,5,296,-16.440052250000001,-71.598532770000006
-71.59846427,-16.43998598,1.24.5.297,1,24,5,297,-16.439985979999999,-71.598464269999994
-71.59838984,-16.43992991,1.24.5.298,1,24,5,298,-16.439929910000000,-71.598389839999996
-71.59833092,-16.43986688,1.24.5.299,1,24,5,299,-16.439866880000000,-71.598330919999995
-71.59480862,-16.43897227,1.24.5.3,1,24,5,3,-16.438972270000001,-71.594808619999995
-71.59479298,-16.43989776,1.24.5.30,1,24,5,30,-16.439897760000001,-71.594792979999994
-71.59870907,-16.43945246,1.24.5.300,1,24,5,300,-16.439452459999998,-71.598709069999998
-71.59866226,-16.43938424,1.24.5.301,1,24,5,301,-16.439384239999999,-71.598662259999998
-71.5986016,-16.43929876,1.24.5.302,1,24,5,302,-16.439298760000000,-71.598601599999995
-71.59856536,-16.43923444,1.24.5.303,1,24,5,303,-16.439234440000000,-71.598565359999995
-71.59851029,-16.43914387,1.24.5.304,1,24,5,304,-16.439143869999999,-71.598510289999993
-71.59847118,-16.43907461,1.24.5.305,1,24,5,305,-16.439074609999999,-71.598471180000004
-71.59841429,-16.4390064,1.24.5.306,1,24,5,306,-16.439006400000000,-71.598414289999994
-71.59832824,-16.43894072,1.24.5.307,1,24,5,307,-16.438940720000002,-71.598328240000001
-71.59823239,-16.4389231,1.24.5.308,1,24,5,308,-16.438923100000000,-71.598232390000007
-71.59822014,-16.43873068,1.24.5.309,1,24,5,309,-16.438730679999999,-71.598220139999995
-71.59494918,-16.43998037,1.24.5.31,1,24,5,31,-16.439980370000001,-71.594949180000000
-71.59833315,-16.43873632,1.24.5.310,1,24,5,310,-16.438736320000000,-71.598333150000002
-71.59840978,-16.43875981,1.24.5.311,1,24,5,311,-16.438759810000001,-71.598409779999997
-71.59847362,-16.43880689,1.24.5.312,1,24,5,312,-16.438806889999999,-71.598473619999993
-71.59856943,-16.43885443,1.24.5.313,1,24,5,313,-16.438854429999999,-71.598569429999998
-71.59863595,-16.4389482,1.24.5.314,1,24,5,314,-16.438948199999999,-71.598635950000002
-71.59867187,-16.43899916,1.24.5.315,1,24,5,315,-16.438999160000002,-71.598671870000004
-71.59875669,-16.43911982,1.24.5.316,1,24,5,316,-16.439119819999998,-71.598756690000002
-71.59882513,-16.43924318,1.24.5.317,1,24,5,317,-16.439243179999998,-71.598825129999994
-71.5989312,-16.43916649,1.24.5.318,1,24,5,318,-16.439166490000002,-71.598931199999996
-71.5990491,-16.43911256,1.24.5.319,1,24,5,319,-16.439112560000002,-71.599049100000002
-71.59527704,-16.43985769,1.24.5.32,1,24,5,32,-16.439857690000000,-71.595277039999999
-71.59898215,-16.43899839,1.24.5.320,1,24,5,320,-16.438998389999998,-71.598982149999998
-71.59893222,-16.43895016,1.24.5.321,1,24,5,321,-16.438950160000001,-71.598932219999995
-71.59888984,-16.43885728,1.24.5.322,1,24,5,322,-16.438857280000001,-71.598889839999998
-71.59883477,-16.43880879,1.24.5.323,1,24,5,323,-16.438808790000000,-71.598834769999996
-71.59881684,-16.43873896,1.24.5.324,1,24,5,324,-16.438738959999998,-71.598816839999998
-71.59875967,-16.43866427,1.24.5.325,1,24,5,325,-16.438664270000000,-71.598759670000007
-71.59865873,-16.43857657,1.24.5.326,1,24,5,326,-16.438576569999999,-71.598658729999997
-71.59848965,-16.43849659,1.24.5.327,1,24,5,327,-16.438496590000000,-71.598489650000005
-71.5984055,-16.43846792,1.24.5.328,1,24,5,328,-16.438467920000001,-71.598405499999998
-71.59832669,-16.43846136,1.24.5.329,1,24,5,329,-16.438461360000002,-71.598326689999993
-71.59518118,-16.439852,1.24.5.33,1,24,5,33,-16.439851999999998,-71.595181179999997
-71.59820228,-16.43844701,1.24.5.330,1,24,5,330,-16.438447010000001,-71.598202279999995
-71.5981248,-16.43847244,1.24.5.331,1,24,5,331,-16.438472440000002,-71.598124799999994
-71.59814994,-16.43858968,1.24.5.332,1,24,5,332,-16.438589680000000,-71.598149939999999
-71.59910578,-16.43895147,1.24.5.333,1,24,5,333,-16.438951469999999,-71.599105780000002
-71.59891506,-16.43938547,1.24.5.334,1,24,5,334,-16.439385470000001,-71.598915059999996
-71.59907929,-16.43956718,1.24.5.335,1,24,5,335,-16.439567180000001,-71.599079290000006
-71.59919485,-16.43952209,1.24.5.336,1,24,5,336,-16.439522090000001,-71.599194850000003
-71.59928023,-16.4394775,1.24.5.337,1,24,5,337,-16.439477499999999,-71.599280230000005
-71.59939054,-16.43949812,1.24.5.338,1,24,5,338,-16.439498120000000,-71.599390540000002
-71.59942237,-16.4393606,1.24.5.339,1,24,5,339,-16.439360600000001,-71.599422369999999
-71.59509754,-16.43983896,1.24.5.34,1,24,5,34,-16.439838959999999,-71.595097539999998
-71.59944446,-16.4392746,1.24.5.340,1,24,5,340,-16.439274600000001,-71.599444460000001
-71.59927456,-16.43922536,1.24.5.341,1,24,5,341,-16.439225359999998,-71.599274559999998
-71.59910132,-16.43928913,1.24.5.342,1,24,5,342,-16.439289129999999,-71.599101320000003
-71.59989544,-16.43917893,1.24.5.344,1,24,5,344,-16.439178930000001,-71.599895439999997
-71.59933899,-16.43900609,1.24.5.345,1,24,5,345,-16.439006089999999,-71.599338990000007
-71.59940694,-16.43902364,1.24.5.346,1,24,5,346,-16.439023639999998,-71.599406939999994
-71.59945999,-16.43903999,1.24.5.347,1,24,5,347,-16.439039990000001,-71.599459990000000
-71.59951125,-16.43905999,1.24.5.348,1,24,5,348,-16.439059990000001,-71.599511250000006
-71.59957041,-16.43907809,1.24.5.349,1,24,5,349,-16.439078089999999,-71.599570409999998
-71.59496878,-16.43985185,1.24.5.35,1,24,5,35,-16.439851850000000,-71.594968780000002
-71.59958456,-16.43887861,1.24.5.350,1,24,5,350,-16.438878610000000,-71.599584559999997
-71.5995375,-16.43876516,1.24.5.351,1,24,5,351,-16.438765159999999,-71.599537499999997
-71.59948406,-16.43867085,1.24.5.352,1,24,5,352,-16.438670850000001,-71.599484059999995
-71.5994289,-16.43860817,1.24.5.353,1,24,5,353,-16.438608169999998,-71.599428900000007
-71.59936968,-16.43856943,1.24.5.354,1,24,5,354,-16.438569430000001,-71.599369679999995
-71.5992806,-16.43848167,1.24.5.355,1,24,5,355,-16.438481670000002,-71.599280600000000
-71.59912236,-16.43834953,1.24.5.356,1,24,5,356,-16.438349530000000,-71.599122359999996
-71.59900522,-16.43823297,1.24.5.357,1,24,5,357,-16.438232970000001,-71.599005219999995
-71.5989543,-16.43830018,1.24.5.358,1,24,5,358,-16.438300179999999,-71.598954300000003
-71.59888887,-16.43836183,1.24.5.359,1,24,5,359,-16.438361830000002,-71.598888869999996
-71.59503453,-16.44008316,1.24.5.36,1,24,5,36,-16.440083160000000,-71.595034530000007
-71.59883787,-16.43841407,1.24.5.360,1,24,5,360,-16.438414070000000,-71.598837869999997
