X,Y,UNICODE,P,D,L,V,LATITUDE,LONGITUDE
-71.60696604,-16.43941774,1.24.13A.24,1,24,13A,24,-16.43941774,-71.60696604
-71.60670488,-16.43916388,1.24.13A.25,1,24,13A,25,-16.43916388,-71.60670488
-71.60648026,-16.43896562,1.24.13A.26,1,24,13A,26,-16.43896562,-71.60648026
-71.60718057,-16.43923739,1.24.13A.27,1,24,13A,27,-16.43923739,-71.60718057
-71.60723819,-16.43919592,1.24.13A.28,1,24,13A,28,-16.43919592,-71.60723819
-71.60731731,-16.43913074,1.24.13A.29,1,24,13A,29,-16.43913074,-71.60731731
-71.60537948,-16.44079528,1.24.13A.3,1,24,13A,3,-16.44079528,-71.60537948
-71.60737851,-16.43907542,1.24.13A.30,1,24,13A,30,-16.43907542,-71.60737851
-71.60515845,-16.44065631,1.24.13A.4,1,24,13A,4,-16.44065631,-71.60515845
-71.60533352,-16.4406141,1.24.13A.5,1,24,13A,5,-16.4406141,-71.60533352
-71.60533954,-16.44045264,1.24.13A.6,1,24,13A,6,-16.44045264,-71.60533954
-71.60516343,-16.4405463,1.24.13A.7,1,24,13A,7,-16.4405463,-71.60516343
-71.60517496,-16.44035204,1.24.13A.8,1,24,13A,8,-16.44035204,-71.60517496
-71.60521998,-16.44022613,1.24.13A.9,1,24,13A,9,-16.44022613,-71.60521998
-71.59799944,-16.44257636,1.24.2.106,1,24,2,106,-16.44257636,-71.59799944
-71.5979716,-16.44265306,1.24.2.107,1,24,2,107,-16.44265306,-71.5979716
-71.59790878,-16.44274622,1.24.2.108,1,24,2,108,-16.44274622,-71.59790878
-71.5981646,-16.44283634,1.24.2.109,1,24,2,109,-16.44283634,-71.5981646
-71.59820146,-16.44274392,1.24.2.110,1,24,2,110,-16.44274392,-71.59820146
-71.59819738,-16.4425931,1.24.2.111,1,24,2,111,-16.4425931,-71.59819738
-71.59818254,-16.44299767,1.24.2.112,1,24,2,112,-16.44299767,-71.59818254
-71.59803684,-16.44293885,1.24.2.113,1,24,2,113,-16.44293885,-71.59803684
-71.59789678,-16.44288536,1.24.2.114,1,24,2,114,-16.44288536,-71.59789678
-71.5978006,-16.44305132,1.24.2.115,1,24,2,115,-16.44305132,-71.5978006
-71.59791939,-16.44312678,1.24.2.116,1,24,2,116,-16.44312678,-71.59791939
-71.59795395,-16.44322811,1.24.2.117,1,24,2,117,-16.44322811,-71.59795395
-71.59806236,-16.4431947,1.24.2.118,1,24,2,118,-16.4431947,-71.59806236
-71.59813097,-16.44312055,1.24.2.119,1,24,2,119,-16.44312055,-71.59813097
-71.59815777,-16.44326526,1.24.2.120,1,24,2,120,-16.44326526,-71.59815777
-71.5980463,-16.44332483,1.24.2.121,1,24,2,121,-16.44332483,-71.5980463
-71.59805674,-16.44350808,1.24.2.122,1,24,2,122,-16.44350808,-71.59805674
-71.59817378,-16.44368765,1.24.2.123,1,24,2,123,-16.44368765,-71.59817378
-71.59811367,-16.44380898,1.24.2.124,1,24,2,124,-16.44380898,-71.59811367
-71.59820134,-16.4438839,1.24.2.125,1,24,2,125,-16.4438839,-71.59820134
-71.5980395,-16.44412967,1.24.2.126,1,24,2,126,-16.44412967,-71.5980395
-71.59827483,-16.44374109,1.24.2.127,1,24,2,127,-16.44374109,-71.59827483
-71.59842549,-16.44359184,1.24.2.128,1,24,2,128,-16.44359184,-71.59842549
-71.59853495,-16.4434422,1.24.2.129,1,24,2,129,-16.4434422,-71.59853495
-71.59857541,-16.44331162,1.24.2.130,1,24,2,130,-16.44331162,-71.59857541
-71.59859497,-16.44319184,1.24.2.131,1,24,2,131,-16.44319184,-71.59859497
-71.59859281,-16.44306576,1.24.2.132,1,24,2,132,-16.44306576,-71.59859281
-71.59837208,-16.44294269,1.24.2.133,1,24,2,133,-16.44294269,-71.59837208
-71.59836747,-16.44304855,1.24.2.134,1,24,2,134,-16.44304855,-71.59836747
-71.59836216,-16.44316659,1.24.2.135,1,24,2,135,-16.44316659,-71.59836216
-71.59831224,-16.44329804,1.24.2.136,1,24,2,136,-16.44329804,-71.59831224
-71.59829965,-16.44337351,1.24.2.137,1,24,2,137,-16.44337351,-71.59829965
-71.59828743,-16.44352873,1.24.2.138,1,24,2,138,-16.44352873,-71.59828743
-71.59860758,-16.44364662,1.24.2.139,1,24,2,139,-16.44364662,-71.59860758
-71.59852544,-16.44374125,1.24.2.140,1,24,2,140,-16.44374125,-71.59852544
-71.59842232,-16.44388509,1.24.2.141,1,24,2,141,-16.44388509,-71.59842232
-71.59856592,-16.44390926,1.24.2.142,1,24,2,142,-16.44390926,-71.59856592
-71.5987291,-16.44386679,1.24.2.143,1,24,2,143,-16.44386679,-71.5987291
-71.59882071,-16.44399805,1.24.2.144,1,24,2,144,-16.44399805,-71.59882071
-71.5989473,-16.44406193,1.24.2.145,1,24,2,145,-16.44406193,-71.5989473
-71.59909022,-16.44413892,1.24.2.146,1,24,2,146,-16.44413892,-71.59909022
-71.59924336,-16.44420703,1.24.2.147,1,24,2,147,-16.44420703,-71.59924336
-71.59914208,-16.44399642,1.24.2.148,1,24,2,148,-16.44399642,-71.59914208
-71.59891213,-16.44372767,1.24.2.149,1,24,2,149,-16.44372767,-71.59891213
-71.59939665,-16.44413785,1.24.2.150,1,24,2,150,-16.44413785,-71.59939665
-71.59947913,-16.44405256,1.24.2.151,1,24,2,151,-16.44405256,-71.59947913
-71.59943494,-16.44389679,1.24.2.152,1,24,2,152,-16.44389679,-71.59943494
-71.59930342,-16.44395242,1.24.2.153,1,24,2,153,-16.44395242,-71.59930342
-71.59917884,-16.44381843,1.24.2.154,1,24,2,154,-16.44381843,-71.59917884
-71.59924942,-16.44376972,1.24.2.155,1,24,2,155,-16.44376972,-71.59924942
-71.59931962,-16.4437246,1.24.2.156,1,24,2,156,-16.4437246,-71.59931962
-71.59924878,-16.44358755,1.24.2.157,1,24,2,157,-16.44358755,-71.59924878
-71.59914835,-16.44361526,1.24.2.158,1,24,2,158,-16.44361526,-71.59914835
-71.59901182,-16.44362635,1.24.2.159,1,24,2,159,-16.44362635,-71.59901182
-71.59868626,-16.4434806,1.24.2.160,1,24,2,160,-16.4434806,-71.59868626
-71.59876853,-16.44349275,1.24.2.161,1,24,2,161,-16.44349275,-71.59876853
-71.59886505,-16.4434814,1.24.2.162,1,24,2,162,-16.4434814,-71.59886505
-71.59897148,-16.44347547,1.24.2.163,1,24,2,163,-16.44347547,-71.59897148
-71.59906353,-16.44344233,1.24.2.164,1,24,2,164,-16.44344233,-71.59906353
-71.59914048,-16.44342455,1.24.2.165,1,24,2,165,-16.44342455,-71.59914048
-71.59923427,-16.44340509,1.24.2.166,1,24,2,166,-16.44340509,-71.59923427
-71.59924707,-16.44322476,1.24.2.167,1,24,2,167,-16.44322476,-71.59924707
-71.59914964,-16.44321619,1.24.2.168,1,24,2,168,-16.44321619,-71.59914964
-71.59907418,-16.44321248,1.24.2.169,1,24,2,169,-16.44321248,-71.59907418
-71.59900194,-16.44322995,1.24.2.170,1,24,2,170,-16.44322995,-71.59900194
-71.59891858,-16.44322009,1.24.2.171,1,24,2,171,-16.44322009,-71.59891858
-71.59884313,-16.44321556,1.24.2.172,1,24,2,172,-16.44321556,-71.59884313
-71.59877226,-16.44320405,1.24.2.173,1,24,2,173,-16.44320405,-71.59877226
-71.59884258,-16.443043,1.24.2.174,1,24,2,174,-16.443043,-71.59884258
-71.59885349,-16.44295137,1.24.2.175,1,24,2,175,-16.44295137,-71.59885349
-71.59869546,-16.44271909,1.24.2.176,1,24,2,176,-16.44271909,-71.59869546
-71.59871845,-16.44278238,1.24.2.177,1,24,2,177,-16.44278238,-71.59871845
-71.5987405,-16.4428653,1.24.2.178,1,24,2,178,-16.4428653,-71.5987405
-71.59838657,-16.44273708,1.24.2.179,1,24,2,179,-16.44273708,-71.59838657
-71.59848921,-16.44270551,1.24.2.180,1,24,2,180,-16.44270551,-71.59848921
-71.59860172,-16.4426584,1.24.2.181,1,24,2,181,-16.4426584,-71.59860172
-71.59867672,-16.44257683,1.24.2.182,1,24,2,182,-16.44257683,-71.59867672
-71.59873856,-16.44244779,1.24.2.183,1,24,2,183,-16.44244779,-71.59873856
-71.598807,-16.44232196,1.24.2.184,1,24,2,184,-16.44232196,-71.598807
-71.59890657,-16.44222267,1.24.2.185,1,24,2,185,-16.44222267,-71.59890657
-71.59898211,-16.44211029,1.24.2.186,1,24,2,186,-16.44211029,-71.59898211
-71.59903889,-16.44205042,1.24.2.187,1,24,2,187,-16.44205042,-71.59903889
-71.59902914,-16.44228193,1.24.2.188,1,24,2,188,-16.44228193,-71.59902914
-71.59891308,-16.442411,1.24.2.189,1,24,2,189,-16.442411,-71.59891308
-71.59880396,-16.44262437,1.24.2.190,1,24,2,190,-16.44262437,-71.59880396
-71.59895071,-16.44257727,1.24.2.191,1,24,2,191,-16.44257727,-71.59895071
-71.59900223,-16.44251328,1.24.2.192,1,24,2,192,-16.44251328,-71.59900223
-71.59903141,-16.44242367,1.24.2.193,1,24,2,193,-16.44242367,-71.59903141
-71.59909608,-16.44235426,1.24.2.194,1,24,2,194,-16.44235426,-71.59909608
-71.59953592,-16.44281868,1.24.3.1,1,24,3,1,-16.44281868,-71.59953592
-71.59966086,-16.44241256,1.24.3.10,1,24,3,10,-16.44241256,-71.59966086
-71.60355642,-16.44232912,1.24.3.100,1,24,3,100,-16.44232912,-71.60355642
-71.6036398,-16.44201581,1.24.3.101,1,24,3,101,-16.44201581,-71.6036398
-71.60361556,-16.44189886,1.24.3.102,1,24,3,102,-16.44189886,-71.60361556
-71.6035193,-16.44181722,1.24.3.103,1,24,3,103,-16.44181722,-71.6035193
-71.60337296,-16.44181148,1.24.3.104,1,24,3,104,-16.44181148,-71.60337296
-71.60389965,-16.44151298,1.24.3.105,1,24,3,105,-16.44151298,-71.60389965
-71.60467215,-16.44144054,1.24.3.106,1,24,3,106,-16.44144054,-71.60467215
-71.60454676,-16.44141466,1.24.3.107,1,24,3,107,-16.44141466,-71.60454676
-71.60445542,-16.44141613,1.24.3.108,1,24,3,108,-16.44141613,-71.60445542
-71.60436396,-16.44136914,1.24.3.109,1,24,3,109,-16.44136914,-71.60436396
-71.59964515,-16.44248549,1.24.3.11,1,24,3,11,-16.44248549,-71.59964515
-71.60436069,-16.44116959,1.24.3.110,1,24,3,110,-16.44116959,-71.60436069
-71.60433473,-16.44102878,1.24.3.111,1,24,3,111,-16.44102878,-71.60433473
-71.60417719,-16.44071853,1.24.3.112,1,24,3,112,-16.44071853,-71.60417719
-71.60417138,-16.44100376,1.24.3.113,1,24,3,113,-16.44100376,-71.60417138
-71.60417082,-16.44131804,1.24.3.114,1,24,3,114,-16.44131804,-71.60417082
-71.60403059,-16.44127971,1.24.3.115,1,24,3,115,-16.44127971,-71.60403059
-71.60389009,-16.44119463,1.24.3.116,1,24,3,116,-16.44119463,-71.60389009
-71.60376585,-16.44109989,1.24.3.117,1,24,3,117,-16.44109989,-71.60376585
-71.60388586,-16.44097962,1.24.3.118,1,24,3,118,-16.44097962,-71.60388586
-71.6039874,-16.44087826,1.24.3.119,1,24,3,119,-16.44087826,-71.6039874
-71.59964469,-16.44256433,1.24.3.12,1,24,3,12,-16.44256433,-71.59964469
-71.60394755,-16.44074441,1.24.3.120,1,24,3,120,-16.44074441,-71.60394755
-71.60368138,-16.44098222,1.24.3.121,1,24,3,121,-16.44098222,-71.60368138
-71.60356868,-16.44088658,1.24.3.122,1,24,3,122,-16.44088658,-71.60356868
-71.60346828,-16.44076835,1.24.3.123,1,24,3,123,-16.44076835,-71.60346828
-71.60337035,-16.44067149,1.24.3.124,1,24,3,124,-16.44067149,-71.60337035
-71.60348018,-16.44103761,1.24.3.125,1,24,3,125,-16.44103761,-71.60348018
-71.60352387,-16.44114131,1.24.3.126,1,24,3,126,-16.44114131,-71.60352387
-71.60353188,-16.44131165,1.24.3.127,1,24,3,127,-16.44131165,-71.60353188
-71.60352287,-16.44142875,1.24.3.128,1,24,3,128,-16.44142875,-71.60352287
-71.60350948,-16.44150337,1.24.3.129,1,24,3,129,-16.44150337,-71.60350948
-71.59978903,-16.44254477,1.24.3.13,1,24,3,13,-16.44254477,-71.59978903
-71.60348112,-16.441598,1.24.3.130,1,24,3,130,-16.441598,-71.60348112
-71.60349601,-16.44167234,1.24.3.131,1,24,3,131,-16.44167234,-71.60349601
-71.60313595,-16.44162059,1.24.3.132,1,24,3,132,-16.44162059,-71.60313595
-71.60302244,-16.44160571,1.24.3.133,1,24,3,133,-16.44160571,-71.60302244
-71.60296293,-16.44225408,1.24.3.134,1,24,3,134,-16.44225408,-71.60296293
-71.60305166,-16.4421991,1.24.3.134A,1,24,3,134A,-16.4421991,-71.60305166
-71.60308968,-16.44190548,1.24.3.135,1,24,3,135,-16.44190548,-71.60308968
-71.60284565,-16.44208217,1.24.3.136,1,24,3,136,-16.44208217,-71.60284565
-71.602732,-16.44201518,1.24.3.137,1,24,3,137,-16.44201518,-71.602732
-71.60281376,-16.44184912,1.24.3.138,1,24,3,138,-16.44184912,-71.60281376
-71.60253356,-16.44187118,1.24.3.139,1,24,3,139,-16.44187118,-71.60253356
-71.59980786,-16.44235729,1.24.3.14,1,24,3,14,-16.44235729,-71.59980786
-71.60262636,-16.44169388,1.24.3.140,1,24,3,140,-16.44169388,-71.60262636
-71.60232782,-16.44174067,1.24.3.141,1,24,3,141,-16.44174067,-71.60232782
-71.60227558,-16.44162194,1.24.3.142,1,24,3,142,-16.44162194,-71.60227558
-71.60221358,-16.4415376,1.24.3.142A,1,24,3,142A,-16.4415376,-71.60221358
-71.60199629,-16.44155876,1.24.3.143,1,24,3,143,-16.44155876,-71.60199629
-71.60159427,-16.44134729,1.24.3.144,1,24,3,144,-16.44134729,-71.60159427
-71.60163745,-16.44127154,1.24.3.145,1,24,3,145,-16.44127154,-71.60163745
-71.60164924,-16.44118856,1.24.3.146,1,24,3,146,-16.44118856,-71.60164924
-71.60141797,-16.44117022,1.24.3.148,1,24,3,148,-16.44117022,-71.60141797
-71.60139397,-16.44126034,1.24.3.149,1,24,3,149,-16.44126034,-71.60139397
-71.59996705,-16.44235674,1.24.3.15,1,24,3,15,-16.44235674,-71.59996705
-71.6011831,-16.44130745,1.24.3.150,1,24,3,150,-16.44130745,-71.6011831
-71.60118527,-16.44121825,1.24.3.151,1,24,3,151,-16.44121825,-71.60118527
-71.6011606,-16.44109967,1.24.3.152,1,24,3,152,-16.44109967,-71.6011606
-71.60097049,-16.44110852,1.24.3.153,1,24,3,153,-16.44110852,-71.60097049
-71.60094949,-16.44120806,1.24.3.154,1,24,3,154,-16.44120806,-71.60094949
-71.6009485,-16.44131016,1.24.3.155,1,24,3,155,-16.44131016,-71.6009485
-71.60074601,-16.44131209,1.24.3.156,1,24,3,156,-16.44131209,-71.60074601
-71.60069244,-16.44124874,1.24.3.157,1,24,3,157,-16.44124874,-71.60069244
-71.60065715,-16.44112885,1.24.3.158,1,24,3,158,-16.44112885,-71.60065715
-71.60050037,-16.44149881,1.24.3.159,1,24,3,159,-16.44149881,-71.60050037
-71.59996639,-16.44254891,1.24.3.16,1,24,3,16,-16.44254891,-71.59996639
-71.60041491,-16.44165708,1.24.3.160,1,24,3,160,-16.44165708,-71.60041491
-71.60040003,-16.4417701,1.24.3.161,1,24,3,161,-16.4417701,-71.60040003
-71.60042548,-16.4418863,1.24.3.162,1,24,3,162,-16.4418863,-71.60042548
-71.60003309,-16.44186472,1.24.3.163,1,24,3,163,-16.44186472,-71.60003309
-71.59997829,-16.44159566,1.24.3.164,1,24,3,164,-16.44159566,-71.59997829
-71.59989908,-16.4414781,1.24.3.165,1,24,3,165,-16.4414781,-71.59989908
-71.59997914,-16.44137605,1.24.3.166,1,24,3,166,-16.44137605,-71.59997914
-71.59990096,-16.44127377,1.24.3.167,1,24,3,167,-16.44127377,-71.59990096
-71.59978881,-16.44124062,1.24.3.168,1,24,3,168,-16.44124062,-71.59978881
-71.60006971,-16.44257096,1.24.3.17,1,24,3,17,-16.44257096,-71.60006971
-71.60140127,-16.44108626,1.24.3.147,1,24,3,147,-16.44108626,-71.60140127
-71.60016334,-16.44259679,1.24.3.18,1,24,3,18,-16.44259679,-71.60016334
-71.60023948,-16.44265237,1.24.3.19,1,24,3,19,-16.44265237,-71.60023948
-71.59922874,-16.44181106,1.24.3.2,1,24,3,2,-16.44181106,-71.59922874
-71.60035055,-16.44272715,1.24.3.20,1,24,3,20,-16.44272715,-71.60035055
-71.60049979,-16.44280126,1.24.3.21,1,24,3,21,-16.44280126,-71.60049979
-71.60062859,-16.44261654,1.24.3.22,1,24,3,22,-16.44261654,-71.60062859
-71.60084353,-16.44314132,1.24.3.23,1,24,3,23,-16.44314132,-71.60084353
-71.60097578,-16.44300907,1.24.3.24,1,24,3,24,-16.44300907,-71.60097578
-71.60085458,-16.44274775,1.24.3.25,1,24,3,25,-16.44274775,-71.60085458
-71.6009228,-16.44249134,1.24.3.26,1,24,3,26,-16.44249134,-71.6009228
-71.60074417,-16.44248024,1.24.3.27,1,24,3,27,-16.44248024,-71.60074417
-71.60055746,-16.44247113,1.24.3.28,1,24,3,28,-16.44247113,-71.60055746
-71.60063578,-16.44232712,1.24.3.29,1,24,3,29,-16.44232712,-71.60063578
-71.5992487,-16.44201898,1.24.3.3,1,24,3,3,-16.44201898,-71.5992487
-71.60082714,-16.44229741,1.24.3.30,1,24,3,30,-16.44229741,-71.60082714
-71.60102431,-16.44228885,1.24.3.31,1,24,3,31,-16.44228885,-71.60102431
-71.60107117,-16.44214935,1.24.3.32,1,24,3,32,-16.44214935,-71.60107117
-71.60101374,-16.44207318,1.24.3.33,1,24,3,33,-16.44207318,-71.60101374
-71.60094778,-16.44203043,1.24.3.34,1,24,3,34,-16.44203043,-71.60094778
-71.6009064,-16.44192315,1.24.3.35,1,24,3,35,-16.44192315,-71.6009064
-71.60088568,-16.44183306,1.24.3.36,1,24,3,36,-16.44183306,-71.60088568
-71.60087244,-16.44173734,1.24.3.37,1,24,3,37,-16.44173734,-71.60087244
-71.60085212,-16.44165006,1.24.3.38,1,24,3,38,-16.44165006,-71.60085212
-71.60086322,-16.44153417,1.24.3.39,1,24,3,39,-16.44153417,-71.60086322
-71.59931129,-16.44215176,1.24.3.4,1,24,3,4,-16.44215176,-71.59931129
-71.60109035,-16.4414827,1.24.3.40,1,24,3,40,-16.4414827,-71.60109035
-71.60111746,-16.44157656,1.24.3.41,1,24,3,41,-16.44157656,-71.60111746
-71.60115118,-16.44169874,1.24.3.42,1,24,3,42,-16.44169874,-71.60115118
-71.60118297,-16.4418188,1.24.3.43,1,24,3,43,-16.4418188,-71.60118297
-71.60122287,-16.44202899,1.24.3.44,1,24,3,44,-16.44202899,-71.60122287
-71.6013195,-16.44203954,1.24.3.45,1,24,3,45,-16.44203954,-71.6013195
-71.60140566,-16.44197511,1.24.3.46,1,24,3,46,-16.44197511,-71.60140566
-71.60139471,-16.44181291,1.24.3.47,1,24,3,47,-16.44181291,-71.60139471
-71.60139061,-16.44169682,1.24.3.48,1,24,3,48,-16.44169682,-71.60139061
-71.60136522,-16.44160897,1.24.3.49,1,24,3,49,-16.44160897,-71.60136522
-71.59940857,-16.44225643,1.24.3.5,1,24,3,5,-16.44225643,-71.59940857
-71.6013757,-16.44145522,1.24.3.50,1,24,3,50,-16.44145522,-71.6013757
-71.60157798,-16.44152368,1.24.3.51,1,24,3,51,-16.44152368,-71.60157798
-71.60156877,-16.44161571,1.24.3.52,1,24,3,52,-16.44161571,-71.60156877
-71.60156956,-16.44173729,1.24.3.53,1,24,3,53,-16.44173729,-71.60156956
-71.60155857,-16.44184747,1.24.3.54,1,24,3,54,-16.44184747,-71.60155857
-71.60154715,-16.44192751,1.24.3.55,1,24,3,55,-16.44192751,-71.60154715
-71.60154761,-16.44203428,1.24.3.56,1,24,3,56,-16.44203428,-71.60154761
-71.60168026,-16.44198312,1.24.3.56A,1,24,3,56A,-16.44198312,-71.60168026
-71.60173999,-16.4418847,1.24.3.56B,1,24,3,56B,-16.4418847,-71.60173999
-71.60178806,-16.4417722,1.24.3.56C,1,24,3,56C,-16.4417722,-71.60178806
-71.60181574,-16.44171408,1.24.3.56D,1,24,3,56D,-16.44171408,-71.60181574
-71.60153909,-16.44229023,1.24.3.56E,1,24,3,56E,-16.44229023,-71.60153909
-71.60221327,-16.44193795,1.24.3.57,1,24,3,57,-16.44193795,-71.60221327
-71.60216824,-16.44203612,1.24.3.58,1,24,3,58,-16.44203612,-71.60216824
-71.6021476,-16.44214054,1.24.3.59,1,24,3,59,-16.44214054,-71.6021476
-71.59946156,-16.44199105,1.24.3.6,1,24,3,6,-16.44199105,-71.59946156
-71.6021411,-16.44222728,1.24.3.60,1,24,3,60,-16.44222728,-71.6021411
-71.60235475,-16.44232586,1.24.3.61,1,24,3,61,-16.44232586,-71.60235475
-71.6024011,-16.44211727,1.24.3.62,1,24,3,62,-16.44211727,-71.6024011
-71.60263283,-16.44219085,1.24.3.63,1,24,3,63,-16.44219085,-71.60263283
-71.60255836,-16.44230708,1.24.3.64,1,24,3,64,-16.44230708,-71.60255836
-71.60231815,-16.44263553,1.24.3.65,1,24,3,65,-16.44263553,-71.60231815
-71.60242889,-16.44274817,1.24.3.66,1,24,3,66,-16.44274817,-71.60242889
